name,mos,noise,score1,blur,score2,colorimba,score3,overexposure,score4,underexposure,score5,oversaturated,score6,us,score7,whitebalance,score8,oversharp,score9,othercolor,score10,none
179_NeRCo_v1.png,2.785714286,0.0,0.0,0.34375,3.54545454545454,0.125,3.5,0.0,0.0,0.0,0.0,0.125,3.0,0.0,0.0,0.0,0.0,0.03125,4.0,0.03125,1.0,0.34375
179_MIRNet_v1.png,3.785714286,0.03125,4.0,0.1875,3.83333333333333,0.125,4.5,0.0,0.0,0.125,3.75,0.03125,3.0,0.03125,5.0,0.0,0.0,0.03125,4.0,0.0,0.0,0.4375
179_MBLLEN_v1.png,1.928571429,0.0,0.0,0.0588235294117647,4.0,0.0882352941176471,2.33333333333333,0.0588235294117647,3.0,0.0,0.0,0.470588235294118,2.0625,0.0,0.0,0.0294117647058823,1.0,0.0294117647058823,4.0,0.0294117647058823,1.0,0.235294117647059
179_LLFormer_v1.png,3.6,0.0833333333333333,4.0,0.0833333333333333,3.33333333333333,0.0277777777777778,1.0,0.0277777777777778,3.0,0.222222222222222,3.625,0.0833333333333333,2.66666666666667,0.0,0.0,0.0555555555555556,3.5,0.0,0.0,0.0,0.0,0.416666666666667
179_LLFlow_v1.png,4.333333333,0.0277777777777778,5.0,0.0833333333333333,4.66666666666667,0.0277777777777778,1.0,0.111111111111111,4.5,0.0277777777777778,5.0,0.0277777777777778,3.0,0.0833333333333333,4.0,0.0277777777777778,5.0,0.0,0.0,0.0,0.0,0.583333333333333
179_KinD_plus_v1.png,2.666666667,0.03125,3.0,0.15625,3.4,0.15625,2.6,0.0,0.0,0.03125,3.0,0.28125,3.22222222222222,0.03125,4.0,0.03125,4.0,0.09375,3.66666666666667,0.0,0.0,0.1875
179_IAT_v1.png,3.142857143,0.0625,3.0,0.125,4.0,0.0625,3.0,0.03125,3.0,0.09375,3.66666666666667,0.03125,3.0,0.03125,4.0,0.0,0.0,0.0625,4.0,0.03125,5.0,0.46875
179_GSAD_v1.png,3.333333333,0.0,0.0,0.0882352941176471,4.0,0.0882352941176471,4.0,0.0,0.0,0.176470588235294,3.66666666666667,0.0588235294117647,4.0,0.0,0.0,0.0294117647058823,4.0,0.0588235294117647,3.5,0.0,0.0,0.5
179_EnlightenGAN_v1.png,3.2,0.277777777777778,3.5,0.166666666666667,4.0,0.0555555555555556,3.5,0.0,0.0,0.0277777777777778,4.0,0.111111111111111,3.5,0.0,0.0,0.0277777777777778,5.0,0.0833333333333333,3.66666666666667,0.0277777777777778,5.0,0.222222222222222
179_CLIP-LIT_v1.png,2.375,0.175,2.85714285714286,0.1,3.5,0.075,2.33333333333333,0.025,3.0,0.175,3.28571428571429,0.1,2.0,0.025,3.0,0.05,4.0,0.1,3.5,0.0,0.0,0.175
179_AGLLNet_v1.png,3.8125,0.05,4.5,0.075,3.66666666666667,0.125,3.0,0.0,0.0,0.15,4.0,0.025,3.0,0.0,0.0,0.025,5.0,0.0,0.0,0.025,3.0,0.525
146.png,4.133333333,0.0588235294117647,4.5,0.117647058823529,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,4.0,0.0,0.0,0.117647058823529,4.0,0.0588235294117647,3.0,0.0,0.0,0.588235294117647
146_Zero_dce_v1.png,3.066666667,0.222222222222222,3.25,0.194444444444444,3.85714285714286,0.0277777777777778,4.0,0.0,0.0,0.166666666666667,3.33333333333333,0.0277777777777778,4.0,0.0,0.0,0.0555555555555556,3.5,0.0555555555555556,3.5,0.0277777777777778,3.0,0.222222222222222
146_SNRNet_v1.png,3.6,0.09375,4.33333333333333,0.25,3.625,0.03125,4.0,0.0,0.0,0.0,0.0,0.03125,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59375
146_SCI_v1.png,3.466666667,0.28125,3.66666666666667,0.09375,4.33333333333333,0.0,0.0,0.0,0.0,0.09375,3.66666666666667,0.0625,3.5,0.0,0.0,0.0,0.0,0.0625,3.5,0.0,0.0,0.40625
146_RUAS_v1.png,2.857142857,0.0882352941176471,4.0,0.0588235294117647,4.0,0.0294117647058823,3.0,0.147058823529412,3.6,0.0,0.0,0.205882352941176,3.14285714285714,0.0,0.0,0.205882352941176,3.57142857142857,0.0588235294117647,4.0,0.0294117647058823,2.0,0.176470588235294
146_RQ_LLIE_v1.png,3.928571429,0.0625,4.0,0.125,3.75,0.0625,3.5,0.03125,2.0,0.0625,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,4.5,0.03125,5.0,0.5625
146_RetinexNet_v1.png,1.8,0.416666666666667,2.33333333333333,0.111111111111111,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194444444444444,2.14285714285714,0.0,0.0,0.0277777777777778,4.0,0.194444444444444,1.71428571428571,0.0,0.0,0.0555555555555556
146_Retinexmamba_v1.png,3.666666667,0.09375,3.66666666666667,0.21875,4.14285714285714,0.125,4.25,0.0,0.0,0.03125,4.0,0.0,0.0,0.0,0.0,0.03125,4.0,0.03125,3.0,0.0,0.0,0.46875
146_Retinexformer_v1.png,4.0,0.03125,4.0,0.1875,4.16666666666667,0.0625,3.5,0.03125,3.0,0.0,0.0,0.0625,4.5,0.0,0.0,0.03125,4.0,0.0,0.0,0.0,0.0,0.59375
146_PairLIE_v1.png,2.357142857,0.21875,3.57142857142857,0.15625,3.2,0.125,2.75,0.0,0.0,0.0,0.0,0.15625,2.4,0.0,0.0,0.125,2.75,0.125,2.5,0.0,0.0,0.09375
146_our_v1.png,4.533333333,0.0,0.0,0.111111111111111,3.75,0.0277777777777778,1.0,0.0,0.0,0.0833333333333333,4.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0277777777777778,3.0,0.0,0.0,0.75
146_Our_syn_v1.png,3.733333333,0.075,4.33333333333333,0.15,4.16666666666667,0.025,2.0,0.1,3.25,0.025,3.0,0.0,0.0,0.2,3.5,0.025,5.0,0.0,0.0,0.025,5.0,0.375
146_NeRCo_v1.png,3.466666667,0.117647058823529,3.75,0.176470588235294,3.83333333333333,0.0294117647058823,3.0,0.0,0.0,0.0294117647058823,5.0,0.0588235294117647,2.0,0.0,0.0,0.0294117647058823,5.0,0.0588235294117647,4.5,0.0,0.0,0.5
146_MIRNet_v1.png,3.866666667,0.0882352941176471,4.33333333333333,0.176470588235294,4.16666666666667,0.0294117647058823,5.0,0.0,0.0,0.0588235294117647,3.5,0.0588235294117647,3.5,0.0,0.0,0.0882352941176471,4.33333333333333,0.0,0.0,0.0,0.0,0.5
146_MBLLEN_v1.png,3.071428571,0.0294117647058823,4.0,0.0588235294117647,2.0,0.0294117647058823,3.0,0.0294117647058823,4.0,0.0,0.0,0.264705882352941,2.77777777777778,0.0,0.0,0.264705882352941,3.0,0.0882352941176471,3.66666666666667,0.0,0.0,0.235294117647059
146_LLFormer_v1.png,4.0,0.0833333333333333,3.33333333333333,0.111111111111111,3.25,0.0833333333333333,3.33333333333333,0.0,0.0,0.0277777777777778,5.0,0.0277777777777778,4.0,0.0277777777777778,3.0,0.0555555555555556,4.5,0.0,0.0,0.0,0.0,0.583333333333333
146_LLFlow_v1.png,4.5,0.0277777777777778,5.0,0.111111111111111,3.75,0.0555555555555556,3.5,0.0277777777777778,3.0,0.0555555555555556,3.5,0.0,0.0,0.0,0.0,0.0277777777777778,4.0,0.0277777777777778,3.0,0.0,0.0,0.666666666666667
146_KinD_plus_v1.png,3.533333333,0.03125,4.0,0.125,3.75,0.0625,3.0,0.0,0.0,0.03125,4.0,0.09375,3.66666666666667,0.0,0.0,0.0625,3.5,0.15625,3.6,0.0,0.0,0.4375
146_IAT_v1.png,3.928571429,0.15625,4.4,0.15625,4.0,0.0625,4.0,0.0,0.0,0.03125,4.0,0.03125,4.0,0.0,0.0,0.03125,4.0,0.0,0.0,0.0,0.0,0.53125
146_GSAD_v1.png,4.0,0.03125,3.0,0.15625,4.4,0.0,0.0,0.0,0.0,0.15625,4.4,0.0,0.0,0.0625,4.5,0.09375,4.66666666666667,0.0,0.0,0.0,0.0,0.5
146_EnlightenGAN_v1.png,2.928571429,0.25,3.5,0.125,2.5,0.03125,4.0,0.03125,2.0,0.03125,4.0,0.125,3.75,0.0,0.0,0.03125,4.0,0.03125,2.0,0.0,0.0,0.34375
146_CLIP-LIT_v1.png,2.533333333,0.333333333333333,3.08333333333333,0.0833333333333333,4.0,0.0277777777777778,3.0,0.0,0.0,0.222222222222222,3.0,0.0555555555555556,3.5,0.0,0.0,0.111111111111111,3.0,0.0277777777777778,1.0,0.0555555555555556,2.5,0.0833333333333333
146_AGLLNet_v1.png,4.0,0.025,4.0,0.15,4.16666666666667,0.1,3.75,0.025,3.0,0.05,2.5,0.025,5.0,0.025,1.0,0.025,5.0,0.025,2.0,0.0,0.0,0.55
111.png,4.133333333,0.0294117647058823,5.0,0.0588235294117647,4.0,0.0294117647058823,4.0,0.0294117647058823,3.0,0.0,0.0,0.0,0.0,0.0588235294117647,4.0,0.0588235294117647,4.5,0.0,0.0,0.0,0.0,0.735294117647059
111_Zero_dce_v1.png,3.0,0.4,3.1875,0.125,3.8,0.05,3.5,0.0,0.0,0.2,3.625,0.025,3.0,0.025,4.0,0.075,3.33333333333333,0.0,0.0,0.0,0.0,0.1
111_SNRNet_v1.png,3.733333333,0.03125,4.0,0.375,3.91666666666667,0.0625,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,2.0,0.0,0.0,0.0,0.0,0.5
111_SCI_v1.png,3.266666667,0.40625,3.38461538461538,0.09375,3.66666666666667,0.0,0.0,0.03125,3.0,0.15625,4.0,0.0,0.0,0.09375,4.33333333333333,0.03125,2.0,0.0,0.0,0.0,0.0,0.1875
111_RUAS_v1.png,3.2,0.125,3.25,0.28125,3.44444444444444,0.0,0.0,0.09375,2.66666666666667,0.0,0.0,0.09375,2.33333333333333,0.0,0.0,0.03125,4.0,0.09375,4.0,0.0,0.0,0.28125
111_RQ_LLIE_v1.png,4.071428571,0.03125,5.0,0.21875,4.28571428571429,0.03125,4.0,0.0,0.0,0.03125,4.0,0.0,0.0,0.125,4.0,0.0625,3.5,0.0,0.0,0.0,0.0,0.5
111_RetinexNet_v1.png,1.733333333,0.5,1.70588235294118,0.147058823529412,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.117647058823529,1.5,0.0294117647058823,3.0,0.0,0.0,0.0588235294117647,1.0,0.0294117647058823,2.0,0.117647058823529
111_Retinexmamba_v1.png,3.4,0.15625,4.0,0.34375,3.90909090909091,0.0625,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,3.66666666666667,0.03125,4.0,0.0,0.0,0.0,0.0,0.3125
111_Retinexformer_v1.png,3.333333333,0.0882352941176471,3.33333333333333,0.352941176470588,3.25,0.0588235294117647,3.5,0.0294117647058823,3.0,0.0,0.0,0.0,0.0,0.0882352941176471,3.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.382352941176471
111_PairLIE_v1.png,2.714285714,0.25,3.5,0.28125,3.11111111111111,0.0625,3.0,0.03125,5.0,0.0,0.0,0.0,0.0,0.03125,3.0,0.03125,5.0,0.09375,3.0,0.0,0.0,0.21875
111_our_v1.png,4.4,0.0,0.0,0.0833333333333333,4.33333333333333,0.0,0.0,0.0833333333333333,3.66666666666667,0.0277777777777778,4.0,0.0277777777777778,3.0,0.0277777777777778,5.0,0.0555555555555556,3.5,0.0,0.0,0.0,0.0,0.694444444444444
111_Our_syn_v1.png,3.9375,0.025,4.0,0.15,4.0,0.05,3.0,0.025,2.0,0.05,4.5,0.0,0.0,0.125,3.4,0.05,3.5,0.0,0.0,0.025,4.0,0.5
111_NeRCo_v1.png,3.6,0.03125,4.0,0.25,3.75,0.03125,4.0,0.03125,4.0,0.0,0.0,0.0,0.0,0.125,3.5,0.03125,2.0,0.0,0.0,0.0,0.0,0.5
111_MIRNet_v1.png,3.857142857,0.03125,5.0,0.28125,3.88888888888889,0.0,0.0,0.03125,3.0,0.0,0.0,0.0,0.0,0.125,4.25,0.03125,3.0,0.03125,4.0,0.0,0.0,0.46875
111_MBLLEN_v1.png,3.2,0.03125,3.0,0.0625,3.5,0.09375,3.66666666666667,0.0,0.0,0.09375,3.0,0.3125,3.1,0.0,0.0,0.125,3.25,0.03125,4.0,0.0,0.0,0.25
111_LLFormer_v1.png,3.666666667,0.138888888888889,3.8,0.333333333333333,3.83333333333333,0.0277777777777778,3.0,0.0,0.0,0.0,0.0,0.0277777777777778,3.0,0.0,0.0,0.0555555555555556,3.5,0.0,0.0,0.0,0.0,0.416666666666667
111_LLFlow_v1.png,4.333333333,0.0277777777777778,5.0,0.111111111111111,4.25,0.0,0.0,0.0,0.0,0.0277777777777778,3.0,0.0,0.0,0.0833333333333333,4.33333333333333,0.0555555555555556,4.0,0.0,0.0,0.0,0.0,0.694444444444444
111_KinD_plus_v1.png,2.8,0.0,0.0,0.235294117647059,3.75,0.147058823529412,2.8,0.0294117647058823,4.0,0.0294117647058823,4.0,0.0588235294117647,3.0,0.0,0.0,0.117647058823529,3.0,0.117647058823529,2.75,0.0,0.0,0.264705882352941
111_IAT_v1.png,3.357142857,0.166666666666667,3.4,0.3,3.22222222222222,0.0666666666666667,3.0,0.0666666666666667,3.5,0.0333333333333333,4.0,0.0,0.0,0.133333333333333,3.5,0.0333333333333333,3.0,0.0,0.0,0.0,0.0,0.2
111_GSAD_v1.png,4.142857143,0.0277777777777778,4.0,0.111111111111111,4.5,0.0833333333333333,4.0,0.0,0.0,0.0555555555555556,4.5,0.0,0.0,0.0277777777777778,4.0,0.0277777777777778,5.0,0.0,0.0,0.0555555555555556,3.5,0.611111111111111
111_EnlightenGAN_v1.png,2.333333333,0.40625,3.07692307692308,0.09375,2.33333333333333,0.03125,4.0,0.03125,3.0,0.03125,5.0,0.0,0.0,0.0,0.0,0.0625,4.5,0.0625,3.0,0.0,0.0,0.28125
111_CLIP-LIT_v1.png,2.3125,0.333333333333333,3.0,0.0833333333333333,4.0,0.0,0.0,0.0,0.0,0.361111111111111,2.61538461538461,0.0,0.0,0.0,0.0,0.111111111111111,3.0,0.0277777777777778,4.0,0.0,0.0,0.0833333333333333
111_AGLLNet_v1.png,3.25,0.1,3.25,0.175,3.57142857142857,0.075,3.66666666666667,0.025,3.0,0.075,3.33333333333333,0.025,3.0,0.0,0.0,0.225,3.44444444444444,0.05,4.0,0.025,5.0,0.225
1.png,4.0,0.0,0.0,0.0882352941176471,3.66666666666667,0.0294117647058823,4.0,0.147058823529412,3.2,0.0,0.0,0.176470588235294,3.66666666666667,0.0294117647058823,5.0,0.0588235294117647,4.0,0.0,0.0,0.0,0.0,0.470588235294118
1_Zero_dce_v1.png,3.0625,0.275,3.36363636363636,0.1,3.5,0.025,3.0,0.05,2.5,0.175,3.28571428571429,0.025,5.0,0.0,0.0,0.1,3.5,0.0,0.0,0.0,0.0,0.25
1_SNRNet_v1.png,3.533333333,0.0277777777777778,4.0,0.194444444444444,3.85714285714286,0.0833333333333333,3.0,0.0555555555555556,3.0,0.0833333333333333,4.0,0.0,0.0,0.0555555555555556,3.5,0.0277777777777778,3.0,0.0,0.0,0.0,0.0,0.472222222222222
1_SCI_v1.png,2.857142857,0.3125,3.6,0.0625,4.0,0.0625,4.5,0.0625,4.0,0.1875,3.66666666666667,0.03125,3.0,0.0,0.0,0.0625,3.0,0.0,0.0,0.0,0.0,0.21875
1_RUAS_v1.png,2.333333333,0.0882352941176471,2.33333333333333,0.0882352941176471,2.33333333333333,0.0294117647058823,4.0,0.294117647058823,2.6,0.0294117647058823,2.0,0.176470588235294,2.83333333333333,0.0,0.0,0.0588235294117647,3.5,0.0,0.0,0.0,0.0,0.235294117647059
1_RQ_LLIE_v1.png,4.0,0.0,0.0,0.233333333333333,4.14285714285714,0.0666666666666667,2.5,0.0333333333333333,3.0,0.0333333333333333,4.0,0.0333333333333333,4.0,0.0,0.0,0.0666666666666667,3.5,0.0,0.0,0.0,0.0,0.533333333333333
1_RetinexNet_v1.png,1.230769231,0.4375,1.78571428571429,0.0625,3.0,0.0625,3.5,0.0,0.0,0.0,0.0,0.25,2.375,0.0,0.0,0.125,2.5,0.0,0.0,0.03125,2.0,0.03125
1_Retinexmamba_v1.png,4.142857143,0.03125,4.0,0.1875,4.0,0.09375,3.33333333333333,0.03125,5.0,0.03125,4.0,0.0,0.0,0.03125,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59375
1_Retinexformer_v1.png,3.533333333,0.0625,4.5,0.21875,4.14285714285714,0.0,0.0,0.0,0.0,0.21875,3.42857142857143,0.03125,4.0,0.03125,5.0,0.0625,3.5,0.03125,4.0,0.0,0.0,0.34375
1_PairLIE_v1.png,2.733333333,0.205882352941176,3.57142857142857,0.294117647058823,3.5,0.117647058823529,3.5,0.0294117647058823,3.0,0.0294117647058823,2.0,0.0294117647058823,4.0,0.0588235294117647,4.5,0.0882352941176471,3.33333333333333,0.0294117647058823,1.0,0.0,0.0,0.117647058823529
1_our_v1.png,3.933333333,0.0277777777777778,3.0,0.0555555555555556,4.0,0.0277777777777778,3.0,0.0,0.0,0.138888888888889,3.2,0.0,0.0,0.0,0.0,0.138888888888889,3.8,0.0,0.0,0.0,0.0,0.611111111111111
1_Our_syn_v1.png,3.8125,0.025,4.0,0.225,3.66666666666667,0.1,4.0,0.025,3.0,0.025,4.0,0.0,0.0,0.05,4.0,0.025,5.0,0.0,0.0,0.0,0.0,0.525
1_NeRCo_v1.png,3.357142857,0.03125,5.0,0.25,3.0,0.15625,3.4,0.0625,3.5,0.0625,3.5,0.0,0.0,0.0,0.0,0.0625,3.0,0.0,0.0,0.0,0.0,0.375
1_MIRNet_v1.png,3.571428571,0.03125,4.0,0.1875,3.83333333333333,0.125,3.75,0.03125,4.0,0.125,3.25,0.0,0.0,0.0,0.0,0.0625,3.5,0.03125,4.0,0.0,0.0,0.40625
1_MBLLEN_v1.png,3.285714286,0.0,0.0,0.03125,5.0,0.0,0.0,0.0,0.0,0.03125,4.0,0.28125,3.55555555555555,0.0,0.0,0.21875,3.0,0.0,0.0,0.03125,3.0,0.40625
1_LLFormer_v1.png,3.866666667,0.0833333333333333,3.33333333333333,0.111111111111111,4.0,0.0,0.0,0.0277777777777778,4.0,0.138888888888889,4.0,0.0,0.0,0.0277777777777778,4.0,0.0555555555555556,2.5,0.0,0.0,0.0,0.0,0.555555555555556
1_LLFlow_v1.png,4.066666667,0.0,0.0,0.111111111111111,3.75,0.0833333333333333,3.66666666666667,0.0833333333333333,3.66666666666667,0.0277777777777778,5.0,0.0,0.0,0.0277777777777778,5.0,0.0833333333333333,4.0,0.0,0.0,0.0277777777777778,4.0,0.555555555555556
1_KinD_plus_v1.png,2.733333333,0.0,0.0,0.1875,3.5,0.125,3.0,0.0,0.0,0.03125,4.0,0.1875,3.33333333333333,0.0,0.0,0.03125,3.0,0.125,2.25,0.03125,3.0,0.28125
1_IAT_v1.png,3.642857143,0.0294117647058823,3.0,0.235294117647059,3.75,0.0294117647058823,1.0,0.0,0.0,0.0294117647058823,3.0,0.0294117647058823,4.0,0.0882352941176471,4.33333333333333,0.0588235294117647,3.0,0.0,0.0,0.0,0.0,0.5
1_GSAD_v1.png,4.0,0.0,0.0,0.125,4.25,0.0625,4.5,0.125,4.0,0.03125,1.0,0.0625,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,1.0,0.5625
1_EnlightenGAN_v1.png,3.357142857,0.382352941176471,3.61538461538461,0.0882352941176471,4.0,0.0294117647058823,5.0,0.0,0.0,0.0294117647058823,3.0,0.0882352941176471,3.66666666666667,0.0,0.0,0.0588235294117647,4.0,0.0,0.0,0.0,0.0,0.323529411764706
1_CLIP-LIT_v1.png,2.4375,0.25,2.44444444444444,0.0833333333333333,4.0,0.0833333333333333,3.33333333333333,0.0,0.0,0.166666666666667,3.33333333333333,0.0555555555555556,3.0,0.0,0.0,0.222222222222222,2.75,0.0277777777777778,2.0,0.0,0.0,0.111111111111111
1_AGLLNet_v1.png,3.75,0.0,0.0,0.05,3.0,0.075,3.33333333333333,0.05,3.5,0.1,2.5,0.0,0.0,0.05,4.0,0.275,3.63636363636364,0.0,0.0,0.0,0.0,0.4
22.png,4.538461538,0.0,0.0,0.0882352941176471,4.0,0.0588235294117647,4.0,0.0294117647058823,3.0,0.0294117647058823,4.0,0.0294117647058823,5.0,0.0294117647058823,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.735294117647059
22_Zero_dce_v1.png,2.6875,0.3,3.25,0.075,4.0,0.05,3.0,0.075,4.33333333333333,0.225,3.66666666666667,0.0,0.0,0.05,3.5,0.05,3.0,0.0,0.0,0.0,0.0,0.175
22_SNRNet_v1.png,3.357142857,0.0625,3.5,0.3125,3.6,0.09375,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,3.83333333333333,0.03125,3.0,0.0625,3.5,0.0,0.0,0.25
22_SCI_v1.png,2.928571429,0.25,3.11111111111111,0.0833333333333333,4.0,0.0277777777777778,4.0,0.0,0.0,0.305555555555556,3.63636363636364,0.0,0.0,0.111111111111111,3.25,0.0277777777777778,5.0,0.0,0.0,0.0,0.0,0.194444444444444
22_RUAS_v1.png,2.466666667,0.09375,3.0,0.3125,2.6,0.125,3.75,0.0625,2.5,0.0625,4.5,0.03125,4.0,0.0,0.0,0.125,3.25,0.03125,3.0,0.03125,4.0,0.125
22_RQ_LLIE_v1.png,3.666666667,0.0625,4.0,0.15625,4.0,0.09375,3.66666666666667,0.03125,1.0,0.0625,4.5,0.0,0.0,0.125,3.5,0.03125,3.0,0.0,0.0,0.0,0.0,0.4375
22_RetinexNet_v1.png,1.6,0.470588235294118,2.0625,0.0294117647058823,3.0,0.0294117647058823,4.0,0.0,0.0,0.0,0.0,0.176470588235294,2.5,0.0294117647058823,1.0,0.0294117647058823,1.0,0.0588235294117647,1.5,0.0294117647058823,3.0,0.147058823529412
22_Retinexmamba_v1.png,3.2,0.0882352941176471,3.66666666666667,0.382352941176471,3.61538461538461,0.0294117647058823,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117647058823529,3.5,0.0294117647058823,3.0,0.0,0.0,0.0,0.0,0.352941176470588
22_Retinexformer_v1.png,3.461538462,0.125,4.0,0.3125,3.8,0.09375,3.0,0.03125,4.0,0.0,0.0,0.0,0.0,0.21875,3.42857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.21875
22_PairLIE_v1.png,2.533333333,0.21875,3.0,0.28125,2.88888888888889,0.09375,2.33333333333333,0.0,0.0,0.0625,3.5,0.0,0.0,0.09375,3.0,0.0,0.0,0.0625,2.5,0.0,0.0,0.1875
22_our_v1.png,4.266666667,0.0277777777777778,5.0,0.111111111111111,4.0,0.0,0.0,0.0277777777777778,5.0,0.0277777777777778,3.0,0.0277777777777778,3.0,0.0833333333333333,4.0,0.0277777777777778,4.0,0.0,0.0,0.0,0.0,0.666666666666667
22_Our_syn_v1.png,3.5625,0.0555555555555556,3.5,0.277777777777778,3.7,0.0555555555555556,4.5,0.0833333333333333,3.33333333333333,0.0277777777777778,3.0,0.0,0.0,0.166666666666667,3.33333333333333,0.0277777777777778,3.0,0.0,0.0,0.0,0.0,0.305555555555556
22_NeRCo_v1.png,3.266666667,0.0625,4.5,0.25,3.5,0.09375,4.33333333333333,0.09375,3.66666666666667,0.0,0.0,0.0,0.0,0.0625,4.0,0.03125,4.0,0.03125,3.0,0.0,0.0,0.375
22_MIRNet_v1.png,3.4,0.0625,4.0,0.25,3.875,0.03125,3.0,0.0625,3.5,0.03125,4.0,0.0,0.0,0.21875,3.42857142857143,0.03125,3.0,0.0,0.0,0.0,0.0,0.3125
22_MBLLEN_v1.png,3.466666667,0.0,0.0,0.1875,3.83333333333333,0.15625,3.2,0.0,0.0,0.0,0.0,0.15625,4.0,0.0,0.0,0.03125,4.0,0.03125,3.0,0.0,0.0,0.4375
22_LLFormer_v1.png,3.214285714,0.0555555555555556,2.0,0.333333333333333,3.83333333333333,0.0,0.0,0.0555555555555556,3.5,0.0555555555555556,4.5,0.0277777777777778,3.0,0.111111111111111,3.5,0.0555555555555556,3.0,0.0,0.0,0.0,0.0,0.305555555555556
22_LLFlow_v1.png,3.8,0.0,0.0,0.166666666666667,3.66666666666667,0.0,0.0,0.0277777777777778,3.0,0.0555555555555556,3.5,0.0,0.0,0.194444444444444,4.14285714285714,0.0555555555555556,3.0,0.0277777777777778,5.0,0.0,0.0,0.472222222222222
22_KinD_plus_v1.png,2.266666667,0.03125,3.0,0.25,3.125,0.15625,2.6,0.03125,2.0,0.0,0.0,0.15625,3.0,0.0,0.0,0.0,0.0,0.21875,2.57142857142857,0.0,0.0,0.15625
